MCT_NM,MCT_TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,MONTH
주식회사 작은바람,가정식,33.4886802,126.5515923,제주 제주시 이도이동 99-2번지,82.56,08월
동화로 연탄구이,가정식,33.5176645,126.5781174,제주 제주시 화북일동 18-4번지,82.56,10월
정직유부 제주연동점,단품요리 전문,33.4787191,126.4883094,제주 제주시 연동 1495-6번지 1층,82.56,12월
온정숯불구이,가정식,33.2552425,126.5751124,제주 서귀포시 동홍동 497-3번지,82.56,10월
데스띠노,양식,33.4761625,126.5497456,제주 제주시 아라일동 6117-1번지 2층,82.55,08월
금성해장국,가정식,33.5124857,126.5634261,제주 제주시 화북일동 2152-11번지 1층,82.55,03월
원조산고을칼국수본점,단품요리 전문,33.4761024,126.4804098,제주 제주시 노형동 677-2번지 더힐 지2층 2호,82.55,10월
샤브향신제주점,단품요리 전문,33.488707,126.4769769,제주 제주시 노형동 1053-3번지,82.55,05월
서림칡냉면,단품요리 전문,33.5217637,126.5656446,제주 제주시 화북일동 1948-19번지,82.55,09월
본죽앤비빔밥 아라점,가정식,33.4726202,126.5450503,제주 제주시 아라일동 6091-7번지 1층,82.55,07월
슬이네찌개마을,가정식,33.4875579,126.4314014,제주 제주시 외도일동 548-9번지 1층,82.54,06월
꼬꼬앤쿡,단품요리 전문,33.5000828,126.520428,제주 제주시 삼도일동 535-19번지,82.54,10월
파리바게뜨(외도우정점),베이커리,33.4861165,126.4317294,제주 제주시 외도일동 639-3번지,82.54,09월
이돈갓,가정식,33.5145245,126.5257816,제주 제주시 일도일동 1301-6번지 2층,82.54,10월
피자헛 이도점,피자,33.497059,126.5365893,제주 제주시 이도이동 1060-14번지 1층,82.54,01월
낙동생오리,단품요리 전문,33.4925687,126.5043782,제주 제주시 오라삼동 2804-6번지,82.54,05월
탐라는갈비,가정식,33.4700522,126.5451134,제주 제주시 아라일동 6076-1번지 1층,82.54,07월
서귀포통큰장어,가정식,33.256369,126.5732978,제주 서귀포시 동홍동 435-1번지 1층,82.54,06월
막창상회용담본점,단품요리 전문,33.510338,126.5114525,제주 제주시 용담이동 357-25번지,82.54,03월
꾸브라꼬숯불두마리치킨이도점,치킨,33.4963865,126.5346406,제주 제주시 이도이동 1053-2번지 1층,82.54,10월
오양손칼국수,단품요리 전문,33.4971929,126.519171,제주 제주시 오라일동 2449-4번지 오라일동,82.54,02월
벌크커피 삼도점,커피,33.5017709,126.5164223,제주 제주시 삼도일동 504-9번지 1층,82.54,04월
롯데리아제주아라점,패스트푸드/간단한 식사,33.4752633,126.5456104,제주 제주시 아라일동 6105번지,82.54,05월
맵수다 노형점,가정식,33.4897084,126.4754812,제주 제주시 노형동 1042-19번지,82.54,02월
광양8길9,가정식,33.4998413,126.5285104,제주 제주시 이도이동 1771-6번지,82.54,11월
소플러스,가정식,33.4897414,126.5445158,제주 제주시 아라이동 1262-3번지 1층,82.53,11월
롯데리아제주아라점,패스트푸드/간단한 식사,33.4752633,126.5456104,제주 제주시 아라일동 6105번지,82.53,11월
메가엠지씨커피제주삼화초점,커피,33.5144659,126.5751664,제주 제주시 화북일동 1023-6번지 삼화빌딩 1층 103호,82.53,12월
일품샤브샤브,단품요리 전문,33.5097073,126.5427618,제주 제주시 일도이동 323-28번지,82.53,05월
한라명동,가정식,33.4943024,126.5162394,제주 제주시 오라일동 1286-7번지,82.53,03월
더벤티 제주일도점,커피,33.5051478,126.5372075,제주 제주시 일도이동 361-17번지 1층,82.53,06월
유나인법원점,단품요리 전문,33.4932822,126.5366799,제주 제주시 이도이동 1081번지,82.53,04월
제주담다KBS제주점,단품요리 전문,33.4890583,126.5194475,제주 제주시 도남동 668번지 1층,82.53,07월
파리바게뜨(외도우정점),베이커리,33.4861165,126.4317294,제주 제주시 외도일동 639-3번지,82.53,11월
한라생얼큰이외도점,가정식,33.4869009,126.4323844,제주 제주시 외도일동 559-5번지,82.53,01월
이서림,가정식,33.5067033,126.5244098,제주 제주시 삼도이동 1234-4번지,82.53,04월
신제주황가네,가정식,33.48747,126.4929008,제주 제주시 연동 283-28번지 1층,82.53,09월
파스쿠찌제주이도점,커피,33.4891355,126.5396134,제주 제주시 이도이동 1986-20번지,82.53,11월
가장맛있는족발이도점,단품요리 전문,33.4923104,126.5424656,제주 제주시 아라이동 3012-11번지 1층,82.53,03월
슬이네찌개마을,가정식,33.4875579,126.4314014,제주 제주시 외도일동 548-9번지 1층,82.53,08월
가정,단품요리 전문,33.4931442,126.5461025,제주 제주시 이도이동 1957-10번지 1층,82.53,06월
샤브마니아제주노형점,단품요리 전문,33.4792239,126.4743932,제주 제주시 노형동 3813번지 1층,82.53,08월
바우네나주곰탕,단품요리 전문,33.5168264,126.5890353,제주 제주시 도련이동 534-1번지 1층,82.52,08월
번영로휴게소,단품요리 전문,33.4842009,126.6069032,제주 제주시 봉개동 545번지,82.52,08월
코바트,가정식,33.4991633,126.5284429,제주 제주시 이도이동 1769-6번지 1층,82.52,04월
채담,단품요리 전문,33.4811871,126.494876,제주 제주시 연동 1662-1번지,82.52,01월
태진해장국,단품요리 전문,33.4844415,126.540167,제주 제주시 아라일동 2384-7번지 1층,82.52,07월
피자헛 이도점,피자,33.497059,126.5365893,제주 제주시 이도이동 1060-14번지 1층,82.52,09월
한라산마루,가정식,33.2566585,126.5689609,제주 서귀포시 동홍동 508-8번지 1층,82.52,08월
아시바람,가정식,33.2609834,126.5558964,제주 서귀포시 서홍동 299-9번지 1층,82.52,05월
배스킨라빈스제주아라점,베이커리,33.4739954,126.5453645,제주 제주시 아라일동 6092-4번지 1층,82.52,04월
노랑통닭시청점,치킨,33.4991633,126.5284429,제주 제주시 이도이동 1769-6번지,82.52,08월
태진해장국,단품요리 전문,33.4844415,126.540167,제주 제주시 아라일동 2384-7번지 1층,82.52,11월
서홀포가든,가정식,33.5246268,126.58725,제주 제주시 삼양일동 1658-4번지,82.52,02월
유나인법원점,단품요리 전문,33.4932822,126.5366799,제주 제주시 이도이동 1081번지,82.52,10월
본죽앤비빔밥 아라점,가정식,33.4726202,126.5450503,제주 제주시 아라일동 6091-7번지 1층,82.52,05월
뚜레쥬르외도점,베이커리,33.4858435,126.431117,제주 제주시 외도일동 637-1번지,82.52,03월
맛있는소리도련점,가정식,33.5080423,126.5901325,제주 제주시 도련일동 1609-22번지 1층,82.52,08월
삼계별장,가정식,33.4891878,126.5422233,제주 제주시 이도이동 1985-9번지 1층,82.52,12월
이디야제주외도점,커피,33.4902151,126.4312279,제주 제주시 외도일동 476-1번지 1층,82.52,10월
꾸브라꼬숯불두마리치킨이도점,치킨,33.4963865,126.5346406,제주 제주시 이도이동 1053-2번지 1층,82.52,04월
심청이쌈밥,단품요리 전문,33.4748321,126.5447129,제주 제주시 아라일동 6095-4번지 1층 102호,82.52,05월
한솥도시락 제주법원점,패스트푸드/간단한 식사,33.4925267,126.5361587,제주 제주시 이도이동 1080-4번지 1층,82.51,10월
에이에이,단품요리 전문,33.4987647,126.5301679,제주 제주시 이도이동 1768-22번지,82.51,04월
본죽엔비빔밥 제주외도점,가정식,33.4882579,126.4306664,제주 제주시 외도일동 498-8번지 한영빌딩 1층,82.51,03월
풍미원,중식,33.517123,126.5789289,제주 제주시 도련일동 1964-2번지 2층,82.51,12월
태화뷔페정식,가정식,33.4904723,126.4279716,제주 제주시 외도일동 440-5번지,82.51,03월
디트루키친(deetrue kitchen),커피,33.4765538,126.5401436,제주 제주시 아라일동 2251-2번지 1층 102호,82.51,11월
대광,가정식,33.5073015,126.5257654,제주 제주시 이도일동 1704-12번지,82.51,08월
먹주,일식,33.4998531,126.529019,제주 제주시 이도이동 1772-25번지,82.51,10월
배스킨라빈스제주법원점,디저트/간식,33.4922807,126.536392,제주 제주시 이도이동 1080-7번지,82.51,12월
경일낙지,단품요리 전문,33.4884492,126.4810146,제주 제주시 노형동 1291-3번지,82.51,11월
경일낙지,단품요리 전문,33.4884492,126.4810146,제주 제주시 노형동 1291-3번지,82.51,12월
서귀포통큰장어,가정식,33.256369,126.5732978,제주 서귀포시 동홍동 435-1번지 1층,82.51,03월
돈자루,단품요리 전문,33.4901479,126.4778423,제주 제주시 노형동 1051-1번지,82.51,03월
슬이네찌개마을,가정식,33.4875579,126.4314014,제주 제주시 외도일동 548-9번지 1층,82.51,07월
룡천왕갈비탕,가정식,33.4980219,126.5167885,제주 제주시 오라일동 2446번지 1층,82.51,10월
베짱이컴퍼니,단품요리 전문,33.4722723,126.5405764,제주 제주시 아라일동 6054-15번지 1층,82.51,12월
본죽앤비빔밥 아라점,가정식,33.4726202,126.5450503,제주 제주시 아라일동 6091-7번지 1층,82.51,06월
카페빠네띠에,커피,33.4946581,126.5460775,제주 제주시 이도이동 1959-1번지,82.5,03월
할매추어탕,단품요리 전문,33.4917243,126.5356939,제주 제주시 이도이동 1029-1번지,82.5,03월
돈가마당,가정식,33.5024432,126.5422186,제주 제주시 이도이동 408-13번지,82.5,03월
육싸롱,가정식,33.2517889,126.5736046,제주 서귀포시 동홍동 142-2번지 1층,82.5,10월
1950김프로,가정식,33.2596238,126.5560605,제주 서귀포시 서홍동 332번지 1층,82.5,08월
남성로치킨하우스,치킨,33.5044594,126.5125076,제주 제주시 용담일동 267-16번지,82.5,03월
우심 제주점,가정식,33.4833992,126.477682,제주 제주시 노형동 3789-5번지 1층,82.5,03월
이프,단품요리 전문,33.4989506,126.5291169,제주 제주시 이도이동 1767-27번지 2층,82.5,02월
방일해장국외도점,단품요리 전문,33.4860653,126.4292851,제주 제주시 외도일동 542-10번지 1층,82.5,12월
고향숯불막창구이,단품요리 전문,33.4877936,126.4785543,제주 제주시 노형동 1279-1번지,82.49,04월
상호네숯불구이,가정식,33.4990112,126.5453425,제주 제주시 일도이동 85-5번지,82.49,08월
김밥천국 일도점,분식,33.5029833,126.5426735,제주 제주시 일도이동 48-9번지 1층,82.49,04월
도남황금,단품요리 전문,33.4963815,126.5294861,제주 제주시 도남동 87번지,82.49,11월
최부자,가정식,33.4964705,126.5392601,제주 제주시 이도이동 398-22번지 1층,82.49,06월
피자헛 이도점,피자,33.497059,126.5365893,제주 제주시 이도이동 1060-14번지 1층,82.49,12월
옵데강,단품요리 전문,33.4937157,126.5338228,제주 제주시 이도이동 1025-5번지 1층,82.49,11월
아라동감자탕,가정식,33.4712576,126.5458454,제주 제주시 아라일동 6139-8번지,82.48,08월
폭풍장어이도점,단품요리 전문,33.4964779,126.5367448,제주 제주시 이도이동 1063-1번지,82.48,01월
남가네설악추어탕도련점,단품요리 전문,33.5095414,126.5895219,제주 제주시 도련일동 1729-3번지 1층,82.48,04월
폭풍장어외도점,단품요리 전문,33.4926817,126.4298242,제주 제주시 외도일동 405-4번지 1층,82.48,06월
메가엠지씨커피제주삼화초점,커피,33.5144659,126.5751664,제주 제주시 화북일동 1023-6번지 삼화빌딩 1층 103호,82.48,10월
엄마손맛,가정식,33.4970029,126.5180447,제주 제주시 오라일동 2447-33번지 오라일동,82.48,11월
24시얼큰시원생고기김치찌개외도점,단품요리 전문,33.4851447,126.4311102,제주 제주시 외도일동 637-12번지 1층,82.48,04월
이치진외도직영점,단품요리 전문,33.4908613,126.4304497,제주 제주시 외도일동 445-3번지 1층,82.48,10월
조가네돈갈비,가정식,33.5013312,126.5436909,제주 제주시 일도이동 68-12번지,82.48,03월
네네치킨 효돈점,치킨,33.2637177,126.6192112,제주 서귀포시 하효동 100-4번지,82.48,09월
괸당집외도점,단품요리 전문,33.4871039,126.4319221,제주 제주시 외도일동 551-3번지 1층,82.48,11월
밥엔청국장뜨런채점,단품요리 전문,33.4853753,126.4740132,제주 제주시 노형동 2613-10번지 1층,82.48,07월
수정식당,가정식,33.221036,126.2526982,제주 서귀포시 대정읍 하모리 933-13번지,82.47,03월
제라진김밥,분식,33.4758227,126.550614,제주 제주시 아라일동 6121번지 아라아이파크아파트 101호,82.47,11월
하나미,일식,33.489575,126.4805703,제주 제주시 노형동 1274-3번지 1층,82.47,09월
꾸브라꼬숯불두마리치킨이도점,치킨,33.4963865,126.5346406,제주 제주시 이도이동 1053-2번지 1층,82.47,09월
크라운호프 아라점,맥주/요리주점,33.4740507,126.545139,제주 제주시 아라일동 6092-11번지 1층 101호,82.47,04월
피자클래스  용담점,피자,33.5088135,126.5107386,제주 제주시 용담이동 2678-1번지,82.47,10월
남가네설악추어탕아라점,단품요리 전문,33.4778929,126.5447937,제주 제주시 아라이동 1573-3번지 1층,82.47,08월
(주)서민당,가정식,33.4987689,126.544933,제주 제주시 이도이동 426-3번지 1층,82.47,12월
별연동삼계탕,단품요리 전문,33.4854588,126.4978479,제주 제주시 연동 314-7번지,82.47,07월
푸라닭한라대점,단품요리 전문,33.4760623,126.4776838,제주 제주시 노형동 1551-3번지,82.47,01월
카페빠네띠에,커피,33.4946581,126.5460775,제주 제주시 이도이동 1959-1번지,82.47,08월
자매분식,분식,33.5083839,126.5585867,제주 제주시 화북이동 5138-20번지,82.47,12월
배스킨라빈스제주법원점,디저트/간식,33.4922807,126.536392,제주 제주시 이도이동 1080-7번지,82.46,11월
우정곱창 연동점,단품요리 전문,33.4775521,126.4888523,제주 제주시 연동 1515-8번지 1층,82.46,05월
자가제빵선명희피자삼양화북점,베이커리,33.5208754,126.5847305,제주 제주시 삼양이동 2180-3번지,82.46,06월
샤브마니아제주노형점,단품요리 전문,33.4792239,126.4743932,제주 제주시 노형동 3813번지 1층,82.46,11월
주식회사 작은바람,가정식,33.4886802,126.5515923,제주 제주시 이도이동 99-2번지,82.46,12월
카페빠네띠에,커피,33.4946581,126.5460775,제주 제주시 이도이동 1959-1번지,82.46,11월
뚜레쥬르외도점,베이커리,33.4858435,126.431117,제주 제주시 외도일동 637-1번지,82.46,04월
심청이쌈밥,단품요리 전문,33.4748321,126.5447129,제주 제주시 아라일동 6095-4번지 1층 102호,82.46,09월
배스킨라빈스제주아라점,베이커리,33.4739954,126.5453645,제주 제주시 아라일동 6092-4번지 1층,82.46,05월
서귀포통큰장어,가정식,33.256369,126.5732978,제주 서귀포시 동홍동 435-1번지 1층,82.46,05월
봉개족탕순대,단품요리 전문,33.4936931,126.5942622,제주 제주시 봉개동 1798-10번지 1층,82.46,12월
롯데리아제주아라점,패스트푸드/간단한 식사,33.4752633,126.5456104,제주 제주시 아라일동 6105번지,82.46,08월
대학로고전,분식,33.4981984,126.5302317,제주 제주시 이도이동 1185-3번지,82.46,03월
롯데리아제주아라점,패스트푸드/간단한 식사,33.4752633,126.5456104,제주 제주시 아라일동 6105번지,82.46,06월
양가네,단품요리 전문,33.4962025,126.5300024,제주 제주시 이도이동 1008-3번지,82.46,06월
아시바람,가정식,33.2609834,126.5558964,제주 서귀포시 서홍동 299-9번지 1층,82.46,02월
주식회사 제이엠푸드앤플레이스,가정식,33.4911229,126.544686,제주 제주시 아라이동 3008-5번지 1층,82.46,09월
괸당집외도점,단품요리 전문,33.4871039,126.4319221,제주 제주시 외도일동 551-3번지 1층,82.46,10월
바른곱창하귀점,단품요리 전문,33.481851,126.4148794,제주 제주시 애월읍 하귀1리 163-3번지 1층,82.46,11월
가다오다,가정식,33.5118276,126.5318483,제주 제주시 일도이동 1025-4번지,82.46,01월
애월돼지,가정식,33.4662495,126.3176555,제주 제주시 애월읍 애월리 1842-1번지 1층,82.46,01월
다오라민포,가정식,33.4981826,126.5469952,제주 제주시 일도이동 110-12번지,82.46,11월
롯데리아제주아라점,패스트푸드/간단한 식사,33.4752633,126.5456104,제주 제주시 아라일동 6105번지,82.45,01월
토담골,가정식,33.4933442,126.5434175,제주 제주시 이도이동 1965-11번지 1층,82.45,05월
롯데리아제주아라점,패스트푸드/간단한 식사,33.4752633,126.5456104,제주 제주시 아라일동 6105번지,82.45,03월
제주한우앤돈본점,단품요리 전문,33.4961363,126.50858,제주 제주시 오라삼동 2271-1번지 1층,82.45,09월
고씨네막창,단품요리 전문,33.4959416,126.5287655,제주 제주시 도남동 86-3번지,82.45,12월
고래콩물이도점,가정식,33.4916341,126.5428636,제주 제주시 아라이동 3011-21번지 1층,82.45,09월
로당,단품요리 전문,33.4989849,126.5285641,제주 제주시 이도이동 1769-8번지,82.45,10월
다올밥상,가정식,33.5133004,126.5624785,제주 제주시 화북일동 2152번지 1층,82.45,11월
홍어일번지,가정식,33.4917395,126.4977148,제주 제주시 연동 311-74번지,82.44,05월
태진해장국,단품요리 전문,33.4844415,126.540167,제주 제주시 아라일동 2384-7번지 1층,82.44,05월
초원오리,단품요리 전문,33.4848782,126.4942791,제주 제주시 연동 294-12번지,82.44,04월
그린보이즈 제주이도점,단품요리 전문,33.4926105,126.5378324,제주 제주시 이도이동 1994-6번지 1층 103호,82.44,08월
파리바게뜨 노형점,베이커리,33.4911452,126.4805848,제주 제주시 연동 1953-9번지 1층,82.44,04월
24시얼큰시원생고기김치찌개외도점,단품요리 전문,33.4851447,126.4311102,제주 제주시 외도일동 637-12번지 1층,82.44,10월
메가엠지씨커피제주삼화초점,커피,33.5144659,126.5751664,제주 제주시 화북일동 1023-6번지 삼화빌딩 1층 103호,82.44,11월
풍채,가정식,33.4985071,126.5315845,제주 제주시 이도이동 1181-18번지,82.44,01월
고향숯불막창구이,단품요리 전문,33.4877936,126.4785543,제주 제주시 노형동 1279-1번지,82.44,11월
해조곱창,단품요리 전문,33.4895447,126.4771983,제주 제주시 노형동 1051-5번지 1층,82.44,01월
자가제빵선명희피자삼양화북점,베이커리,33.5208754,126.5847305,제주 제주시 삼양이동 2180-3번지,82.44,05월
돈가네우가네,가정식,33.2552543,126.5722639,제주 서귀포시 동홍동 499-6번지 1층,82.44,12월
칠일칠팔식당,가정식,33.4166891,126.2643592,제주 제주시 한림읍 한림리 1314-37번지,82.44,11월
파리바게트 제주노형백록점,베이커리,33.4889534,126.4756156,제주 제주시 노형동 2581-3번지 노형동동마빌딩 102호,82.44,12월
휴계농장,가정식,33.5068467,126.5418606,제주 제주시 일도이동 393-3번지,82.43,10월
하늘채가든,단품요리 전문,33.4748505,126.5302965,제주 제주시 오등동 621-5번지,82.43,11월
김밥천국앤테그42외도점,분식,33.4877087,126.4312424,제주 제주시 외도일동 548-2번지 1층,82.43,12월
솔담2,가정식,33.4979367,126.5297617,제주 제주시 이도이동 1186-10번지,82.43,09월
24시전주명가콩나물국밥,단품요리 전문,33.4849127,126.5407988,제주 제주시 아라일동 2417-3번지 1층,82.43,05월
후년하우스,가정식,33.5204175,126.5875415,제주 제주시 삼양이동 2181-19번지,82.43,07월
청산유황오리,단품요리 전문,33.4971432,126.5378381,제주 제주시 이도이동 1062-1번지,82.43,01월
롯데리아제주아라점,패스트푸드/간단한 식사,33.4752633,126.5456104,제주 제주시 아라일동 6105번지,82.43,07월
고구려,단품요리 전문,33.4775715,126.4874306,제주 제주시 연동 1511-1번지,82.43,07월
비비큐 남광점,치킨,33.4950365,126.5367098,제주 제주시 이도이동 1076-17번지,82.42,12월
남문숯불바베큐앤치킨정실점,치킨,33.4724303,126.5074356,제주 제주시 오라이동 793-1번지 101호,82.42,02월
풍미원,중식,33.517123,126.5789289,제주 제주시 도련일동 1964-2번지 2층,82.42,07월
매머드익스프레스 제주아라이도점,커피,33.4935401,126.5419653,제주 제주시 아라이동 3001-4번지 1동 2층,82.42,12월
동부산가든,단품요리 전문,33.4911099,126.5955914,제주 제주시 봉개동 1832-1번지 1층,82.42,02월
24시얼큰시원생고기김치찌개외도점,단품요리 전문,33.4851447,126.4311102,제주 제주시 외도일동 637-12번지 1층,82.42,02월
벌크커피 삼도점,커피,33.5017709,126.5164223,제주 제주시 삼도일동 504-9번지 1층,82.42,08월
고보배국밥,가정식,33.4951476,126.536603,제주 제주시 이도이동 1076번지,82.42,02월
남문숯불바베큐앤치킨본점,치킨,33.5079421,126.5240556,제주 제주시 삼도이동 222-5번지,82.42,09월
떡보의하루,디저트/간식,33.2497883,126.5613765,제주 서귀포시 서귀동 295-23번지,82.42,03월
맵수다 노형점,가정식,33.4897084,126.4754812,제주 제주시 노형동 1042-19번지,82.42,11월
하귀다원,단품요리 전문,33.4824319,126.4066631,제주 제주시 애월읍 하귀1리 1375번지 1층 애월읍,82.42,12월
다미야 서귀포점,일식,33.2548768,126.5581812,제주 서귀포시 서홍동 377-11번지,82.42,09월
종로3가감자탕,단품요리 전문,33.5155527,126.5238098,제주 제주시 삼도이동 20-9번지,82.42,01월
푸주옥도남점,가정식,33.4919169,126.529927,제주 제주시 도남동 74번지,82.42,09월
고향숯불막창구이,단품요리 전문,33.4877936,126.4785543,제주 제주시 노형동 1279-1번지,82.42,03월
본죽엔비빔밥 제주외도점,가정식,33.4882579,126.4306664,제주 제주시 외도일동 498-8번지 한영빌딩 1층,82.42,06월
파스쿠찌제주종합청사점,커피,33.489577,126.5235939,제주 제주시 도남동 694-3번지 1층,82.41,01월
정순대국밥,단품요리 전문,33.4905321,126.4306893,제주 제주시 외도일동 445-7번지 1층,82.41,03월
로당,단품요리 전문,33.4989849,126.5285641,제주 제주시 이도이동 1769-8번지,82.41,07월
고래콩물이도점,가정식,33.4916341,126.5428636,제주 제주시 아라이동 3011-21번지 1층,82.41,07월
달콤왕가탕후루시청점,세계 요리,33.4983498,126.5305076,제주 제주시 이도이동 1185-1번지 1층,82.41,05월
카페더비어,커피,33.4925629,126.5437406,제주 제주시 아라이동 3001-14번지,82.41,01월
김밥천국 일도점,분식,33.5029833,126.5426735,제주 제주시 일도이동 48-9번지 1층,82.41,02월
쉬림프마켓,단품요리 전문,33.2522488,126.5707059,제주 서귀포시 동홍동 644-5번지 1층,82.41,11월
고향숯불막창구이,단품요리 전문,33.4877936,126.4785543,제주 제주시 노형동 1279-1번지,82.41,01월
이돈갓,가정식,33.5145245,126.5257816,제주 제주시 일도일동 1301-6번지 2층,82.41,09월
불화성,가정식,33.5097001,126.5077441,제주 제주시 용담이동 628-24번지 1층,82.4,07월
고촌,단품요리 전문,33.4985805,126.5450722,제주 제주시 이도이동 442번지 1층,82.4,03월
시영통닭용담점,치킨,33.5086753,126.5104425,제주 제주시 용담이동 2679-4번지,82.4,05월
샤브마니아제주노형점,단품요리 전문,33.4792239,126.4743932,제주 제주시 노형동 3813번지 1층,82.4,02월
식전당포,단품요리 전문,33.4975935,126.5292683,제주 제주시 이도이동 1188-31번지 1층,82.4,12월
주식회사 제이엠푸드앤플레이스,가정식,33.4911229,126.544686,제주 제주시 아라이동 3008-5번지 1층,82.4,10월
호랑이 막창 대정점,단품요리 전문,33.2225761,126.2523654,제주 서귀포시 대정읍 하모리 902-1번지,82.39,07월
산촌,단품요리 전문,33.4911728,126.4852544,제주 제주시 연동 1965-1번지,82.39,07월
삼다향,가정식,33.5193762,126.5713909,제주 제주시 화북일동 1138번지,82.39,08월
서귀포통큰장어,가정식,33.256369,126.5732978,제주 서귀포시 동홍동 435-1번지 1층,82.39,07월
조마루뼈다귀아라지구점,단품요리 전문,33.4795302,126.5433855,제주 제주시 아라일동 2338-3번지 1층,82.39,10월
동화로 연탄구이,가정식,33.5176645,126.5781174,제주 제주시 화북일동 18-4번지,82.39,11월
대구10미미성복어제주직영점,단품요리 전문,33.4888124,126.5322466,제주 제주시 이도이동 2037-1번지,82.39,11월
온정숯불구이,가정식,33.2552425,126.5751124,제주 서귀포시 동홍동 497-3번지,82.39,11월
상위호환,가정식,33.4991633,126.5284429,제주 제주시 이도이동 1769-6번지 2층,82.39,09월
금강민물장어,단품요리 전문,33.2543319,126.5694948,제주 서귀포시 동홍동 640-1번지,82.39,10월
파스쿠찌제주이도점,커피,33.4891355,126.5396134,제주 제주시 이도이동 1986-20번지,82.39,07월
인생극장쪽갈비제주아라점,가정식,33.4766962,126.5497586,제주 제주시 아라일동 6118-4번지 아라일동,82.38,02월
허디거디이도점,단품요리 전문,33.491127,126.5442764,제주 제주시 아라이동 3009-4번지,82.38,02월
원당골,가정식,33.5267478,126.59246,제주 제주시 삼양일동 1170번지,82.38,07월
일품샤브샤브,단품요리 전문,33.5097073,126.5427618,제주 제주시 일도이동 323-28번지,82.38,10월
탐라는갈비,가정식,33.4700522,126.5451134,제주 제주시 아라일동 6076-1번지 1층,82.38,06월
24시전주명가콩나물국밥,단품요리 전문,33.4849127,126.5407988,제주 제주시 아라일동 2417-3번지 1층,82.38,06월
애월돼지,가정식,33.4662495,126.3176555,제주 제주시 애월읍 애월리 1842-1번지 1층,82.38,02월
벌크커피 삼도점,커피,33.5017709,126.5164223,제주 제주시 삼도일동 504-9번지 1층,82.38,03월
낙원93,가정식,33.4944698,126.5475189,제주 제주시 이도이동 1954-2번지 1층,82.38,12월
수정식당,가정식,33.221036,126.2526982,제주 서귀포시 대정읍 하모리 933-13번지,82.37,05월
으랏차차스시부,일식,33.4785413,126.4751747,제주 제주시 노형동 3813-6번지 1층,82.37,12월
에이바우트커피 에코그린빌15차점,커피,33.4943724,126.5515557,제주 제주시 이도이동 68-15번지 1층,82.37,04월
빽다방 제주도남점,커피,33.4976402,126.528197,제주 제주시 도남동 920-23번지 1층,82.37,05월
돈까스가있는풍경,단품요리 전문,33.4783554,126.478004,제주 제주시 노형동 742-3번지,82.37,11월
동화로 연탄구이,가정식,33.5176645,126.5781174,제주 제주시 화북일동 18-4번지,82.37,08월
한솥도시락 제주법원점,패스트푸드/간단한 식사,33.4925267,126.5361587,제주 제주시 이도이동 1080-4번지 1층,82.37,12월
시청골목집,가정식,33.4975763,126.5301926,제주 제주시 이도이동 1186-22번지,82.37,04월
바삭돈가스아라점,단품요리 전문,33.4737748,126.5440228,제주 제주시 아라일동 6093번지 1층,82.37,05월
파스쿠찌제주이도점,커피,33.4891355,126.5396134,제주 제주시 이도이동 1986-20번지,82.36,09월
배스킨라빈스 외도점,베이커리,33.4861591,126.4312537,제주 제주시 외도일동 549-5번지 대원상록수11차아파트 104호,82.36,10월
남문숯불바베큐앤치킨정실점,치킨,33.4724303,126.5074356,제주 제주시 오라이동 793-1번지 101호,82.35,04월
토담골,가정식,33.4933442,126.5434175,제주 제주시 이도이동 1965-11번지 1층,82.35,04월
선지왓숯불갈비,가정식,33.2627209,126.592062,제주 서귀포시 토평동 1158번지,82.35,09월
최부자,가정식,33.4964705,126.5392601,제주 제주시 이도이동 398-22번지 1층,82.35,03월
한라1950,가정식,33.4840802,126.4731504,제주 제주시 노형동 2525-9번지 1층,82.35,07월
일품순두부청사점,가정식,33.490295,126.527728,제주 제주시 도남동 663-9번지 1층,82.35,09월
동홍돈,가정식,33.2570792,126.5738441,제주 서귀포시 동홍동 107-7번지,82.35,08월
두들리도넛제주노형점,단품요리 전문,33.4780327,126.4778839,제주 제주시 노형동 742-6번지 1층,82.35,01월
제이아이,단품요리 전문,33.4987399,126.5313602,제주 제주시 이도이동 1181-10번지 2층,82.35,07월
24시얼큰시원생고기김치찌개외도점,단품요리 전문,33.4851447,126.4311102,제주 제주시 외도일동 637-12번지 1층,82.35,05월
휴계농장,가정식,33.5068467,126.5418606,제주 제주시 일도이동 393-3번지,82.35,05월
대정골,가정식,33.5093015,126.5149354,제주 제주시 용담일동 232-15번지 1층,82.35,04월
라운딩,단품요리 전문,33.4791644,126.4923595,제주 제주시 연동 1507-10번지 1층,82.35,04월
휴계농장,가정식,33.5068467,126.5418606,제주 제주시 일도이동 393-3번지,82.35,08월
왕고집찜마을 동태탕,단품요리 전문,33.2643352,126.5577867,제주 서귀포시 서홍동 257번지 1층,82.35,08월
아리옥,단품요리 전문,33.4816552,126.5429803,제주 제주시 아라일동 2348-13번지 아라일동,82.35,07월
픽스커피공단점,커피,33.5148636,126.5721188,제주 제주시 화북이동 948-1번지 츨,82.35,12월
쩐의,가정식,33.4989258,126.5131363,제주 제주시 오라일동 2444-14번지,82.35,09월
봄날,가정식,33.4872175,126.4922682,제주 제주시 연동 283-7번지,82.35,11월
